PMID	fullName	firstName	lastName	initials	AFF	Best_name	ROR_ID	Country	City	Predict
30944432	Nocchi L	Linda	Nocchi	L	EMBL Rome, Monterotondo, Italy. linda.nocchi@embl.it.	European Molecular Biology Laboratory	https://ror.org/01yr73893	Italy	Monterotondo	[{'name': 'European Molecular Biology Laboratory', 'id': 'https://ror.org/01yr73893', 'choose': True, 'score': 1.0, 'method': "Acronyms : 'EMBL'", 'city': 'Monterotondo', 'country': 'Italy', 'string': 'EMBL Rome, Monterotondo, Italy. linda.nocchi@embl.it.'}]
30944432	Roy N	Nainika	Roy	N	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	D'Attilia M	Mariangela	D'Attilia	M	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Dhandapani R	Rahul	Dhandapani	R	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Maffei M	Mariano	Maffei	M	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Traista A	Andrei	Traista	A	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Castaldi L	Laura	Castaldi	L	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Perlas E	Emerald	Perlas	E	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Chadick CH	Cora Hallie	Chadick	CH	EMBL Rome, Monterotondo, Italy.			 	 	[]
30944432	Heppenstall PA	Paul A	Heppenstall	PA	EMBL Rome, Monterotondo, Italy. paul.heppenstall@embl.it.	European Molecular Biology Laboratory	https://ror.org/01yr73893	Italy	Monterotondo	[{'name': 'European Molecular Biology Laboratory', 'id': 'https://ror.org/01yr73893', 'choose': True, 'score': 1.0, 'method': "Acronyms : 'EMBL'", 'city': 'Monterotondo', 'country': 'Italy', 'string': 'EMBL Rome, Monterotondo, Italy. paul.heppenstall@embl.it.'}]
30538240	Hackett JA	Jamie A	Hackett	JA	Wellcome Trust/Cancer Research UK Gurdon Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QN, UK. jamie.hackett@embl.it.	University of Cambridge	https://ror.org/013meh722	United_Kingdom	Cambridge	[{'name': 'Cambridge Centre', 'id': 'https://ror.org/0068m0j38', 'choose': False, 'score': 0.75, 'method': 'Prediction', 'city': 'Cambridge', 'country': 'United_Kingdom', 'string': 'Wellcome Trust/Cancer Research UK Gurdon Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QN, UK. jamie.hackett@embl.it.'}, {'name': 'University of Cambridge', 'id': 'https://ror.org/013meh722', 'choose': False, 'score': 0.98, 'method': 'Prediction on complete sentence', 'city': 'Cambridge', 'country': 'United_Kingdom', 'string': 'Wellcome Trust/Cancer Research UK Gurdon Institute, University of Cambridge, Tennis Court Road, Cambridge CB2 1QN, UK. jamie.hackett@embl.it.'}]
