PMID	fullName	firstName	lastName	initials	AFF	Best_name	ROR_ID	Country	City	Predict
31899087	Josts I	Inokentijs	Josts	I	The Hamburg Centre for Ultrafast Imaging, Luruper Chaussee 149, 22761 Hamburg, Germany	 	 	 	 	[]
31899087	Josts I	Inokentijs	Josts	I	 Department of Chemistry, Institute for Biochemistry and Molecular Biology, University of Hamburg, Martin-Luther-King-Platz 6, 20146 Hamburg, Germany. Electronic address: josts@chemie.uni-hamburg.de.	Universität Hamburg	https://ror.org/00g30e956	Germany	Hamburg	[{'name': 'Universität Hamburg', 'id': 'https://ror.org/00g30e956', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University of Hamburg' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': ' Department of Chemistry, Institute for Biochemistry and Molecular Biology, University of Hamburg, Martin-Luther-King-Platz 6, 20146 Hamburg, Germany. Electronic address: josts@chemie.uni-hamburg.de.'}]
31899087	Gao Y	Yunyun	Gao	Y	The Hamburg Centre for Ultrafast Imaging, Luruper Chaussee 149, 22761 Hamburg, Germany	 	 	 	 	[]
31899087	Gao Y	Yunyun	Gao	Y	 Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.	Universität Hamburg	https://ror.org/00g30e956	Germany	Hamburg	[{'name': 'Max Planck Institute for the Structure and Dynamics of Matter', 'id': 'https://ror.org/0411b0f77', 'choose': False, 'score': 0.74, 'method': 'Prediction', 'city': 'Hamburg', 'country': 'Germany', 'string': ' Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.'}, {'name': 'Center for Free-Electron Laser Science', 'id': 'https://ror.org/04fme8709', 'choose': False, 'score': 0.87, 'method': 'Prediction on substring', 'city': 'Hamburg', 'country': 'Germany', 'string': ' Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.', 'substring': 'Center for Free Electron Laser Science'}, {'name': 'Universität Hamburg', 'id': 'https://ror.org/00g30e956', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University of Hamburg' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': ' Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.'}]
31899087	Monteiro DCF	Diana C F	Monteiro	DCF	The Hamburg Centre for Ultrafast Imaging, Luruper Chaussee 149, 22761 Hamburg, Germany	 	 	 	 	[]
31899087	Monteiro DCF	Diana C F	Monteiro	DCF	 Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.	Universität Hamburg	https://ror.org/00g30e956	Germany	Hamburg	[{'name': 'Max Planck Institute for the Structure and Dynamics of Matter', 'id': 'https://ror.org/0411b0f77', 'choose': False, 'score': 0.74, 'method': 'Prediction', 'city': 'Hamburg', 'country': 'Germany', 'string': ' Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.'}, {'name': 'Center for Free-Electron Laser Science', 'id': 'https://ror.org/04fme8709', 'choose': False, 'score': 0.87, 'method': 'Prediction on substring', 'city': 'Hamburg', 'country': 'Germany', 'string': ' Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.', 'substring': 'Center for Free Electron Laser Science'}, {'name': 'Universität Hamburg', 'id': 'https://ror.org/00g30e956', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University of Hamburg' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': ' Institute for Nanostructure and Solid State Physics, Department of Physics and Center for Free-Electron Laser Science, University of Hamburg, Luruper Chaussee 149, 22761 Hamburg, Germany.'}]
31899087	Niebling S	Stephan	Niebling	S	The Hamburg Centre for Ultrafast Imaging, Luruper Chaussee 149, 22761 Hamburg, Germany	 	 	 	 	[]
31899087	Niebling S	Stephan	Niebling	S	 European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.	European Molecular Biology Laboratory	https://ror.org/050589e39	Germany	Hamburg	[{'name': 'Deutsches Elektronen-Synchrotron DESY', 'id': 'https://ror.org/01js2sh04', 'choose': True, 'score': 1.0, 'method': "Exact match : 'DESY' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': ' European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.'}, {'name': 'European Molecular Biology Laboratory', 'id': 'https://ror.org/050589e39', 'choose': True, 'score': 1.0, 'method': "Exact match : 'European Molecular Biology Laboratory' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': ' European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.'}]
31899087	Nitsche J	Julius	Nitsche	J	Department of Chemistry, Institute for Biochemistry and Molecular Biology, University of Hamburg, Martin-Luther-King-Platz 6, 20146 Hamburg, Germany.	Universität Hamburg	https://ror.org/00g30e956	Germany	Hamburg	[{'name': 'Universität Hamburg', 'id': 'https://ror.org/00g30e956', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University of Hamburg' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': 'Department of Chemistry, Institute for Biochemistry and Molecular Biology, University of Hamburg, Martin-Luther-King-Platz 6, 20146 Hamburg, Germany.'}]
31899087	Veith K	Katharina	Veith	K	The Hamburg Centre for Ultrafast Imaging, Luruper Chaussee 149, 22761 Hamburg, Germany	 	 	 	 	[]
31899087	Veith K	Katharina	Veith	K	 Department of Chemistry, Institute for Biochemistry and Molecular Biology, University of Hamburg, Martin-Luther-King-Platz 6, 20146 Hamburg, Germany.	Universität Hamburg	https://ror.org/00g30e956	Germany	Hamburg	[{'name': 'Universität Hamburg', 'id': 'https://ror.org/00g30e956', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University of Hamburg' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': ' Department of Chemistry, Institute for Biochemistry and Molecular Biology, University of Hamburg, Martin-Luther-King-Platz 6, 20146 Hamburg, Germany.'}]
31899087	Gräwert TW	Tobias W	Gräwert	TW	European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.	European Molecular Biology Laboratory	https://ror.org/050589e39	Germany	Hamburg	[{'name': 'Deutsches Elektronen-Synchrotron DESY', 'id': 'https://ror.org/01js2sh04', 'choose': True, 'score': 1.0, 'method': "Exact match : 'DESY' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': 'European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.'}, {'name': 'European Molecular Biology Laboratory', 'id': 'https://ror.org/050589e39', 'choose': True, 'score': 1.0, 'method': "Exact match : 'European Molecular Biology Laboratory' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': 'European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.'}]
31899087	Blanchet CE	Clement E	Blanchet	CE	European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.	European Molecular Biology Laboratory	https://ror.org/050589e39	Germany	Hamburg	[{'name': 'Deutsches Elektronen-Synchrotron DESY', 'id': 'https://ror.org/01js2sh04', 'choose': True, 'score': 1.0, 'method': "Exact match : 'DESY' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': 'European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.'}, {'name': 'European Molecular Biology Laboratory', 'id': 'https://ror.org/050589e39', 'choose': True, 'score': 1.0, 'method': "Exact match : 'European Molecular Biology Laboratory' Hamburg Germany", 'city': 'Hamburg', 'country': 'Germany', 'string': 'European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.'}]
