PMID	fullName	firstName	lastName	initials	AFF	Best_name	ROR_ID	Country	City	Predict
31698518	Obeidy P	Peyman	Obeidy	P	Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.15, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.46}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Ju LA	Lining A	Ju	LA	School of Biomedical Engineering, The University of Sydney, Sydney, NSW, 2006, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University of Sydney' Sydney Australia", 'city': 'Sydney', 'country': 'Australia', 'string': 'School of Biomedical Engineering, The University of Sydney, Sydney, NSW, 2006, Australia.'}]
31698518	Oehlers SH	Stefan H	Oehlers	SH	Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.09, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.44}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Tuberculosis Research Program, The Centenary Institute, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Zulkhernain NS	Nursafwana S	Zulkhernain	NS	Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.15, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.46}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Lee Q	Quintin	Lee	Q	Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.15, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.46}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Galeano Niño JL	Jorge L	Galeano Niño	JL	EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.	UNSW Sydney	https://ror.org/03r8z3t63	Australia	Sydney	[{'name': 'New South Wales Institute of Psychiatry', 'id': 'https://ror.org/02fjxcw19', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Parramatta', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.61, 'avg': 0.3}, {'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Ear Science Institute Australia', 'id': 'https://ror.org/05f5rab97', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Subiaco', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Cancer Institute of New South Wales', 'id': 'https://ror.org/029a54f25', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.64, 'avg': 0.32}, {'name': 'Sydney Living Museums', 'id': 'https://ror.org/05tq87k41', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.65, 'avg': 0.33}, {'name': 'State Library of New South Wales', 'id': 'https://ror.org/04evq8811', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.69, 'avg': 0.34}, {'name': 'Government of New South Wales', 'id': 'https://ror.org/0067dvq63', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'UNSW Sydney', 'id': 'https://ror.org/03r8z3t63', 'choose': False, 'score': 0.47, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'EMBL Australia Node in Single Molecule Science, School of Medical Sciences, the ARC Centre of Excellence in Advanced Molecular Imaging, University of New South Wales, Kensington, NSW, 2033, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.74}]
31698518	Kwan RY	Rain Yq	Kwan	RY	Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.15, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.46}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Tikoo S	Shweta	Tikoo	S	Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.15, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.46}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Cavanagh LL	Lois L	Cavanagh	LL	Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.	University of Sydney	https://ror.org/0384j8v12	Australia	Sydney	[{'name': 'Dairy Australia', 'id': 'https://ror.org/02145de51', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Southbank', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'Australian Pork', 'id': 'https://ror.org/02sbbq532', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Canberra', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.62, 'avg': 0.31}, {'name': 'University of New England', 'id': 'https://ror.org/04r659a56', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Armidale', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.67, 'avg': 0.34}, {'name': 'Western Sydney University', 'id': 'https://ror.org/03t52dk35', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Richmond', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.83, 'avg': 0.41}, {'name': 'University of Technology Sydney', 'id': 'https://ror.org/03f0f6041', 'choose': False, 'score': 0.15, 'method': 'Prediction', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.46}, {'name': 'Centenary Institute of Cancer Medicine and Cell Biology', 'id': 'https://ror.org/05gvja138', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.5}, {'name': 'University of Sydney', 'id': 'https://ror.org/0384j8v12', 'choose': False, 'score': 1.0, 'method': 'Prediction on complete sentence', 'city': 'Sydney', 'country': 'Australia', 'string': 'Immune Imaging Program, The Centenary Institute, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
31698518	Mrass P	Paulus	Mrass	P	Department of Molecular Genetics and Microbiology, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA.	University of New Mexico	https://ror.org/05fs6jp91	United_States	Albuquerque	[{'name': 'Universidad Autónoma del Estado de México', 'id': 'https://ror.org/0079gpv38', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Toluca', 'country': 'Mexico', 'string': 'Department of Molecular Genetics and Microbiology, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA.', 'ROR_API': True, 'ROR_API_score': 0.7, 'avg': 0.35}, {'name': 'University of New Mexico', 'id': 'https://ror.org/05fs6jp91', 'choose': False, 'score': 0.99, 'method': 'Prediction on complete sentence', 'city': 'Albuquerque', 'country': 'United_States', 'string': 'Department of Molecular Genetics and Microbiology, University of New Mexico School of Medicine, Albuquerque, NM, 87131, USA.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 1.0}]
